query_id	query_length	gc_content	matching_length	status	target_id	sum_normalized_score	disqualifier	Round1_discard	OrphanOverride_discard	Mash_Redundancy_discard	Score_retain	Mash_retain	Size_retain	OrphanRecovery_retain	Unique_retain
ptg000582l	1371883	38.92554977355941	9712	ALIGNED_RETAINED	Scaffold_796	0.006520235326190353		False	False	False	False	True	True	False	False
ptg000583l	1402901	41.12385692219194	27332	ALIGNED_RETAINED	Scaffold_51	0.014410852939729888		False	False	False	True	True	False	False	False
ptg000584l	263905	39.33309334798507	102212	ALIGNED_RETAINED	Ch_6	0.17118281199674126		False	False	False	False	True	False	False	False
ptg000585l	2830795	39.6886740297337	187952	ALIGNED_RETAINED	Ch_7	0.03350825474822444		False	False	False	False	True	False	False	False
ptg000586l	3127124	40.58847682407222	1464641	ALIGNED_DISCARDED	Ch_1	0.1425057017246518	ptg000288l	True	False	False	False	False	False	False	False
ptg000587l	1594188	42.19458432756989	215746	ALIGNED_RETAINED	Ch_1	0.01228650573207175		True	False	False	False	True	False	True	False
ptg000588l	307225	37.71600618439255	46879	ALIGNED_RETAINED	Ch_10	0.07603222394010904		False	False	False	False	True	False	False	False
ptg000589l	734719	38.10531645431791	258299	ALIGNED_RETAINED	Ch_9	0.1415316604035012		False	False	False	False	True	False	False	False
ptg000590l	953957	39.48144413217787	419151	ALIGNED_RETAINED	Ch_6	0.1703242389332014		False	False	False	True	True	True	False	False
ptg000591l	860148	40.53674483926022	13549	ALIGNED_RETAINED	Scaffold_4996	0.014166166752698373		False	False	False	True	True	True	False	False
ptg000592l	3186589	39.75429526681979	31025	ALIGNED_RETAINED	Scaffold_642	0.0055915588737675305		False	False	False	False	False	False	False	True
ptg000593l	240377	39.504611506092516	8108	ALIGNED_RETAINED	Scaffold_5239	0.025260320246945422		True	True	False	False	True	True	True	False
ptg000594l	8814035	38.802523475343584	2315268	ALIGNED_RETAINED	Ch_2	0.1375969121974215		False	False	False	True	True	True	False	False
ptg000595l	646663	39.937339850896066	436702	ALIGNED_RETAINED	Ch_8	0.2336286442861274		False	False	False	True	False	False	False	False
ptg000596l	635225	38.38718564288244	18771	ALIGNED_RETAINED	Scaffold_24	0.022359006651186588		False	False	False	False	False	False	False	True
ptg000597l	1866811	39.444057272000215	56153	ALIGNED_RETAINED	Ch_7	0.021801885675625438		False	False	False	True	True	False	False	False
ptg000598l	1371598	39.284980001428984	639305	ALIGNED_RETAINED	Ch_9	0.18711313373160357		False	False	False	True	True	False	False	False
ptg000599l	853567	40.52148220350599	256216	ALIGNED_RETAINED	Ch_10	0.14407187719300302		False	False	False	True	True	False	False	False
ptg000600l	801160	40.87086224973788	102141	ALIGNED_DISCARDED	Ch_10	0.05072020570173249	ptg000622l	True	False	False	False	False	False	False	False
ptg000601l	34650	39.48917748917749	11113	ALIGNED_DISCARDED	Scaffold_5087	0.26577200577200577	ptg001894l	True	True	False	False	False	False	False	False
ptg000602l	2426608	39.33672022840113	1197239	ALIGNED_DISCARDED	Ch_1	0.132372018883973	ptg000915l	True	False	False	False	False	False	False	False
ptg000603l	2647585	39.25566129132776	326222	ALIGNED_DISCARDED	Ch_11	0.09684486050495074	ptg000903l	True	False	False	False	False	False	False	False
ptg000604l	935381	39.9140029570838	198226	ALIGNED_RETAINED	Ch_1	0.049108331257530356		False	False	False	False	True	False	False	False
ptg000605l	997194	42.2728175259779	14326	ALIGNED_RETAINED	Scaffold_279	0.012080899002601298		True	False	False	True	True	True	True	False
ptg000606l	3784119	37.94878015199839	35018	ALIGNED_RETAINED	Scaffold_55	0.007799173334665215		False	False	False	False	True	True	False	False
ptg000607l	163959	36.26699357766271	157137	ALIGNED_RETAINED	Ch_4	0.8529388444672144		False	False	False	True	False	False	False	False
ptg000608l	1396993	37.901764718935596	431010	ALIGNED_RETAINED	Ch_1	0.07070829989842468		False	False	False	True	True	False	False	False
ptg000609l	1450696	47.06216877967541	13457	ALIGNED_RETAINED	Scaffold_397	0.00801684157121823		False	False	False	False	False	False	False	True
ptg000610l	2121946	39.38238767621796	1078047	ALIGNED_DISCARDED	Ch_10	0.2349159686438769	ptg000793l	True	False	False	False	False	False	False	False
ptg000611l	203292	39.56132066190504	114496	ALIGNED_RETAINED	Ch_1	0.23269484288609488		False	False	False	True	False	False	False	False
ptg000612l	338771	37.99026481015199	25775	ALIGNED_RETAINED	Ch_1	0.03326140667294426		True	True	False	True	True	True	True	False
ptg000613l	5640619	39.524261433009386	2731679	ALIGNED_RETAINED	Ch_8	0.20724604870493823		False	False	False	True	False	False	False	False
ptg000614l	305944	42.04004654446565	14950	ALIGNED_RETAINED	Scaffold_93	0.0361275266061763		False	False	False	True	True	False	False	False
ptg000615l	2470405	38.89795397920584	353331	ALIGNED_RETAINED	Ch_8	0.08287305117986726		False	False	False	True	True	True	False	False
ptg000616l	621563	39.826051421979756	42896	ALIGNED_RETAINED	Ch_8	0.0604717462268507		False	False	False	False	True	False	False	False
ptg000617l	1912776	40.32202411573545	23387	ALIGNED_DISCARDED	Ch_6	0.010169512791879446	ptg000249l	True	False	False	False	False	False	False	False
ptg000618l	2330853	38.20163691146546	1518241	ALIGNED_RETAINED	Ch_11	0.3789419581586655		False	False	False	True	True	False	False	False
ptg000619l	450888	37.69162186618406	34678	ALIGNED_RETAINED	Ch_8	0.05757305583648267		False	False	False	True	True	False	False	False
ptg000620l	2227908	39.36845686626198	36917	ALIGNED_RETAINED	Ch_3	0.014095285801747648		False	False	False	True	True	False	False	False
ptg000621l	436858	38.90486153395383	14106	ALIGNED_RETAINED	Ch_6	0.028727870383511347		False	False	False	True	True	False	False	False
ptg000622l	1062758	40.68141571270223	202122	ALIGNED_RETAINED	Ch_10	0.06438248406504585		False	False	False	True	False	False	False	False
ptg000623l	320796	41.22682327709822	112202	ALIGNED_DISCARDED	Ch_4	0.032653150288656965	ptg001348l	True	True	False	False	False	False	False	False
ptg000624l	376101	38.98155016870468	76241	ALIGNED_DISCARDED	Scaffold_707	0.05678793728280435	ptg000097l	True	False	False	False	False	False	False	False
ptg000625l	1151172	44.59142508678112	16819	ALIGNED_RETAINED	Ch_2	0.009108108953310191		False	False	False	False	True	True	False	False
ptg000626l	1380693	44.01181145989731	333336	ALIGNED_DISCARDED	Ch_1	0.07663325590844598	ptg000995l	True	False	False	False	False	False	False	False
ptg000627l	1001345	39.3108269377687	135539	ALIGNED_RETAINED	Ch_6	0.06627585896968577		False	False	False	True	True	False	False	False
ptg000628l	407722	37.67493537263135	375373	ALIGNED_RETAINED	Ch_4	0.5989031742216511		False	False	False	True	False	False	False	False
ptg000629l	361180	41.147904092142426	154111	ALIGNED_RETAINED	Ch_8	0.17971648485519687		False	False	False	False	True	False	False	False
ptg000630l	2141754	40.735350558467495	812396	ALIGNED_DISCARDED	Ch_10	0.09933727216104184	ptg000147l	True	False	False	False	False	False	False	False
ptg000631l	2661163	40.512587917388	1539720	ALIGNED_DISCARDED	Ch_1	0.1698013237069657	ptg001014l	True	False	False	False	False	False	False	False
ptg000632l	2195173	41.42602883690716	521970	ALIGNED_DISCARDED	Ch_5	0.06514110732958177	ptg000043l	True	False	False	False	False	False	False	False
ptg000633l	709314	38.21001700234311	241040	ALIGNED_RETAINED	Ch_4	0.27732005853543		False	False	False	True	True	False	False	False
ptg000634l	470119	39.27899106396466	26728	ALIGNED_RETAINED	Scaffold_5514	0.02512342619634603		False	False	False	False	False	False	False	True
ptg000635l	1060416	38.90501463576559	466913	ALIGNED_RETAINED	Ch_3	0.21693373166757196		False	False	False	False	False	False	False	False
ptg000636l	3687141	38.60394815386773	1703187	ALIGNED_RETAINED	Ch_1	0.23397233791710162		False	False	False	True	True	False	False	False
ptg000637l	499776	39.9967185299014	312815	ALIGNED_RETAINED	Ch_10	0.24269072544499937		False	False	False	True	True	False	False	False
ptg000638l	780290	38.34318009970652	22986	ALIGNED_RETAINED	Scaffold_5688	0.015004677748016762		False	False	False	False	True	True	False	False
ptg000639l	303095	39.034296177766045	77188	ALIGNED_DISCARDED	Ch_11	0.195991355845527	ptg000150l	True	False	False	False	False	False	False	False
ptg000640l	958895	40.9451504075003	42369	ALIGNED_RETAINED	Ch_7	0.024647119861924402		False	False	False	True	True	False	False	False
ptg000641l	2004284	40.694931456819496	458033	ALIGNED_DISCARDED	Ch_4	0.09750364718772389	ptg000758l	True	False	False	False	False	False	False	False
ptg000642l	885582	40.02136448121122	158997	ALIGNED_DISCARDED	Ch_9	0.021000878518307734	ptg000080l	True	False	False	False	False	False	False	False
ptg000643l	1441435	40.791849788578745	23868	ALIGNED_DISCARDED	Ch_6	0.011035530565027213	ptg001036l	True	False	False	False	False	False	False	False
ptg000644l	974571	39.06611216627624	92035	ALIGNED_RETAINED	Ch_10	0.03974569323322775		False	False	False	False	True	False	False	False
ptg000645l	1006717	39.28601583165875	35945	ALIGNED_DISCARDED	Ch_8	0.0262069677973055	ptg000619l	True	False	False	False	False	False	False	False
ptg000646l	1571331	38.308860450153404	225924	ALIGNED_DISCARDED	Ch_11	0.07151453131135324	ptg001099l	True	False	False	False	False	False	False	False
ptg000647l	734680	39.41498339413078	32839	ALIGNED_RETAINED	Ch_6	0.03197310393640769		False	False	False	True	True	True	False	False
ptg000648l	298510	38.42618337744129	174304	ALIGNED_RETAINED	Ch_7	0.24166024588790996		False	False	False	True	True	False	False	False
ptg000649l	970039	40.27353539393777	256090	ALIGNED_DISCARDED	Ch_7	0.07419907859374726	ptg000232l	True	True	False	False	False	False	False	False
ptg000650l	436804	41.66742978544152	131256	ALIGNED_RETAINED	Ch_11	0.14175923297405701		False	False	False	True	True	False	False	False
ptg000651l	3770337	42.84736351153756	39576	ALIGNED_RETAINED	Scaffold_9	0.006885326165804277		False	False	False	False	True	False	False	False
ptg000652l	560012	39.5270101354971	309449	ALIGNED_RETAINED	Ch_7	0.16145904016342508		False	False	False	False	True	True	False	False
ptg000653l	215510	40.36239617651153	82084	ALIGNED_RETAINED	Ch_9	0.16357477611247737		False	False	False	False	True	False	False	False
ptg000654l	2958805	39.371198845479846	148460	ALIGNED_RETAINED	Ch_8	0.026162251314297495		False	False	False	True	True	True	False	False
ptg000655l	355945	38.174998946466445	259191	ALIGNED_DISCARDED	Ch_4	0.38537133545912994	ptg000300l	True	False	False	False	False	False	False	False
ptg000656l	1275025	39.06284190506069	686366	ALIGNED_RETAINED	Ch_2	0.22164820297641222		False	False	False	True	True	False	False	False
ptg000657l	3756120	38.95541143520441	1320485	ALIGNED_DISCARDED	Ch_3	0.11028002300245998	ptg000839l	True	False	False	False	False	False	False	False
ptg000658l	1789688	40.47956962330864	694502	ALIGNED_DISCARDED	Ch_1	0.13421166147395525	ptg001920l	True	False	False	False	False	False	False	False
ptg000659l	1229109	39.3758405479091	19171	ALIGNED_RETAINED	Ch_4	0.013522803917309206		False	False	False	True	True	False	False	False
ptg000660l	182970	40.1453790238837	13762	ALIGNED_RETAINED	Scaffold_487	0.036322894463573265		False	False	False	False	False	False	False	False
ptg000661l	635960	40.037580979935846	15952	ALIGNED_RETAINED	Scaffold_46	0.02170576765834329		False	False	False	True	True	False	False	False
ptg000662l	996455	42.62490528925039	30577	ALIGNED_RETAINED	Ch_9	0.02121721502727168		False	False	False	True	True	False	False	False
ptg000663l	298334	45.05956411270589	14950	ALIGNED_RETAINED	Scaffold_93	0.03776304410492937		False	False	False	True	True	False	False	False
ptg000664l	964016	38.1527899951868	807315	ALIGNED_RETAINED	Ch_7	0.4923134055866293		False	False	False	True	False	False	False	False
ptg000665l	422088	38.593847728435776	229980	ALIGNED_RETAINED	Ch_3	0.20224455563768692		False	False	False	True	True	False	False	False
ptg000666l	356690	36.94216266225574	301797	ALIGNED_RETAINED	Ch_6	0.5236143429869073		False	False	False	True	False	False	False	False
ptg000667l	9100377	38.17712167309112	1898748	ALIGNED_RETAINED	Ch_1	0.1071901746488085		False	False	False	True	True	False	False	False
ptg000668l	562937	42.002568671094636	14950	ALIGNED_RETAINED	Scaffold_93	0.02106807688959866		False	False	False	True	True	False	False	False
ptg000669l	153297	42.5611721038246	21797	ALIGNED_RETAINED	Ch_4	0.11394874002752826		False	False	False	True	True	False	False	False
ptg000670l	212132	39.467407086153905	124757	ALIGNED_RETAINED	Ch_6	0.47570852110949785		False	False	False	True	False	False	False	False
ptg000671l	119090	42.28314719959695	92324	ALIGNED_RETAINED	Ch_7	0.3116298597699219		False	False	False	False	True	False	False	False
ptg000672l	143613	39.630813366477966	18004	ALIGNED_DISCARDED	Scaffold_4292	0.07928251620675009	ptg002155l	True	True	False	False	False	False	False	False
ptg000673l	459926	38.65121780460335	304654	ALIGNED_RETAINED	Ch_4	0.3698790675021634		False	False	False	True	True	False	False	False
ptg000674l	126532	43.144026807447915	52379	ALIGNED_DISCARDED	Ch_3	0.29477128315366863	ptg000805l	True	False	False	False	False	False	False	False
ptg000675l	17509101	38.629698920578505	9876138	ALIGNED_RETAINED	Ch_11	0.32815739654480264		False	False	False	True	True	True	False	False
ptg000676l	2467262	39.070313570265334	340412	ALIGNED_RETAINED	Ch_10	0.0709032927998729		False	False	False	False	True	False	False	False
ptg000677l	2122855	39.235604881162395	704797	ALIGNED_RETAINED	Ch_1	0.10117648167208783		False	False	False	True	True	True	False	False
ptg000678l	1200661	38.87367041987705	211353	ALIGNED_RETAINED	Ch_7	0.11876624625935214		False	False	False	True	True	False	False	False
ptg000679l	2257094	39.0945171091678	77840	ALIGNED_RETAINED	Ch_4	0.023014105748364933		True	False	False	True	True	True	True	False
ptg000680l	1336984	40.731227898015234	14326	ALIGNED_RETAINED	Scaffold_279	0.00905994387367388		False	False	False	True	True	True	False	False
ptg000681l	8267491	38.53108518654571	3144373	ALIGNED_DISCARDED	Ch_4	0.12431328924337505	ptg000409l	True	True	False	False	False	False	False	False
ptg000682l	148790	38.729753343638684	14680	ALIGNED_RETAINED	Scaffold_105	0.04681766247731702		False	False	False	False	False	False	False	True
ptg000683l	80520	39.402632886239445	5340	ALIGNED_RETAINED	Scaffold_4500	0.059339294585196226		False	False	False	False	False	False	False	True
ptg000684l	4926772	37.379403796238186	3787643	ALIGNED_RETAINED	Ch_5	0.48504801927103586		False	False	False	True	False	False	False	False
ptg000685l	488128	40.448611839517504	142814	ALIGNED_RETAINED	Ch_10	0.041835338271928674		False	False	False	False	True	False	False	False
ptg000686l	671166	38.37098422744894	317841	ALIGNED_RETAINED	Ch_11	0.27860767678934867		False	False	False	True	True	False	False	False
ptg000687l	1072863	43.36947028651375	26659	ALIGNED_RETAINED	Scaffold_10	0.018724664752163136		True	True	False	False	True	True	True	False
ptg000688l	467217	39.986130641650455	14790	ALIGNED_RETAINED	Ch_6	0.02896512755314982		False	False	False	True	True	False	False	False
ptg000689l	465356	40.424320305314644	377963	ALIGNED_RETAINED	Ch_5	0.610594899388855		False	False	False	True	False	False	False	False
ptg000690l	87827	36.430710373803045	37808	ALIGNED_RETAINED	Ch_8	0.2282669338586084		False	False	False	False	True	False	False	False
ptg000691l	1135044	39.354157195668186	375350	ALIGNED_RETAINED	Ch_7	0.10632010741433812		False	False	False	True	False	False	False	False
ptg000692l	1640637	38.57806449568064	24902	ALIGNED_RETAINED	Scaffold_5739	0.012665202601184783		False	False	False	False	False	False	False	True
ptg000693l	1284373	38.35124220144771	14325	ALIGNED_RETAINED	Scaffold_279	0.009649844710220474		False	False	False	True	True	True	False	False
ptg000694l	452388	38.135626939706626	144044	ALIGNED_DISCARDED	Ch_6	0.11458747800560581	ptg000581l	True	False	False	False	False	False	False	False
ptg000695l	1221771	39.92065616224317	261225	ALIGNED_RETAINED	Ch_7	0.08491362129236985		False	False	False	True	True	False	False	False
ptg000696l	1012603	38.85135635584726	543713	ALIGNED_RETAINED	Ch_6	0.09484961036062504		False	False	False	True	True	False	False	False
ptg000697l	1388956	41.629468464083814	320981	ALIGNED_DISCARDED	Ch_11	0.0779347941907447	ptg001099l	True	False	False	False	False	False	False	False
ptg000698l	1645036	38.12852727843038	20235	ALIGNED_RETAINED	Ch_6	0.009911637192134398		False	False	False	True	True	True	False	False
ptg000699l	987905	38.65483017091724	568718	ALIGNED_DISCARDED	Ch_11	0.3927837190823004	ptg001836l	True	False	False	False	False	False	False	False
ptg000700l	344018	39.14998633792418	43655	ALIGNED_RETAINED	Ch_1	0.06581923038910754		False	False	False	True	False	False	False	False
ptg000701l	2156493	38.90594590383553	359923	ALIGNED_DISCARDED	Ch_3	0.0874642301180667	ptg001160l	True	False	False	False	False	False	False	False
ptg000702l	6926188	38.05594072814657	5361837	ALIGNED_RETAINED	Ch_4	0.5014723827883389		False	False	False	True	True	True	False	False
ptg000703l	743235	38.998297981123066	43375	ALIGNED_RETAINED	Scaffold_6064	0.03393543092023384		False	False	False	True	False	False	False	False
ptg000704l	1157676	38.148065607302904	725915	ALIGNED_RETAINED	Ch_4	0.2892959688202917		False	False	False	True	False	False	False	False
ptg000705l	2360712	38.94867311217972	653185	ALIGNED_DISCARDED	Ch_9	0.14794858500316854	ptg000011l	True	False	False	False	False	False	False	False
ptg000706l	2276710	38.785176856077406	43547	ALIGNED_RETAINED	Ch_8	0.016822959445867064		False	False	False	True	True	True	False	False
ptg000707l	2289870	38.820675409521066	66172	ALIGNED_RETAINED	Ch_2	0.022616131046740644		False	False	False	True	True	False	False	False
ptg000708l	5694952	38.87495452112678	2111139	ALIGNED_DISCARDED	Ch_3	0.1894653370212778	ptg000520l	True	False	False	False	False	False	False	False
ptg000709l	2174792	38.20682621602434	991098	ALIGNED_DISCARDED	Ch_11	0.270891193272736	ptg000618l	True	False	False	False	False	False	False	False
ptg000710l	928392	39.36559125886479	375904	ALIGNED_DISCARDED	Ch_1	0.07886754732914544	ptg000081l	True	False	False	False	False	False	False	False
ptg000711l	3313188	38.61121071306548	349529	ALIGNED_RETAINED	Ch_1	0.04415475366927563		False	False	False	False	True	False	False	False
ptg000712l	217522	37.41552578589752	37068	ALIGNED_RETAINED	Ch_5	0.13581614733222386		False	False	False	False	False	False	False	True
ptg000713l	1950434	44.259944197035125	205163	ALIGNED_RETAINED	Ch_7	0.05804451727154059		False	False	False	True	True	False	False	False
ptg000714l	923825	43.142586528833924	19486	ALIGNED_RETAINED	Ch_6	0.01761805536762915		False	False	False	True	True	True	False	False
ptg000715l	590547	40.8998775711332	16907	ALIGNED_RETAINED	Ch_8	0.019781660054153185		False	False	False	True	True	False	False	False
ptg000716l	2744335	40.08756219630621	1037813	ALIGNED_DISCARDED	Ch_7	0.13171751990919475	ptg000652l	True	False	False	False	False	False	False	False
ptg000717l	424379	39.75479465289282	287164	ALIGNED_RETAINED	Ch_5	0.13851533652701947		False	False	False	False	True	False	False	False
ptg000718l	365065	45.81293742210291	11080	ALIGNED_RETAINED	Ch_3	0.025121553695917165		False	False	False	False	False	False	False	True
ptg000719l	835734	42.40188863920817	35372	ALIGNED_DISCARDED	Ch_9	0.03118097385053139	ptg000080l	True	False	False	False	False	False	False	False
ptg000720l	1157903	37.7344216225366	480415	ALIGNED_RETAINED	Ch_11	0.2262572944365806		False	False	False	True	True	False	False	False
ptg000721l	1496025	39.5853010477766	210955	ALIGNED_DISCARDED	Ch_9	0.06482645677712605	ptg000488l	True	False	False	False	False	False	False	False
ptg000722l	1196287	40.87973872490464	40513	ALIGNED_RETAINED	Scaffold_5815	0.026229491752397208		False	False	False	False	False	False	False	True
ptg000723l	3168680	38.913553908883195	335089	ALIGNED_RETAINED	Ch_10	0.04037201610765366		False	False	False	True	True	True	False	False
ptg000724l	1478964	41.14048753046051	14029	ALIGNED_RETAINED	Scaffold_282	0.0067939449506546476		False	False	False	False	True	True	False	False
ptg000725l	177544	38.336975622944166	128227	ALIGNED_RETAINED	Ch_7	0.18474293696210517		False	False	False	True	False	False	False	False
ptg000726l	278353	38.42530887039119	10966	ALIGNED_RETAINED	Scaffold_247	0.030845724673346436		True	True	False	True	True	True	True	False
ptg000727l	282535	38.214026580777606	100440	ALIGNED_RETAINED	Ch_6	0.11436459199745164		False	False	False	True	True	False	False	False
ptg000728l	6219797	38.55714262057106	3706832	ALIGNED_RETAINED	Ch_7	0.3249456533710023		False	False	False	True	True	True	False	False
ptg000729l	4105119	38.403734459342104	2951113	ALIGNED_RETAINED	Ch_6	0.4020338996262959		False	False	False	True	True	True	False	False
ptg000730l	347800	38.35652673950546	25626	ALIGNED_RETAINED	Scaffold_2894	0.04609833237492812		False	False	False	False	False	False	False	True
ptg000731l	1272015	38.682326859353076	64046	ALIGNED_RETAINED	Scaffold_5806	0.022223794530724872		False	False	False	False	False	False	False	True
ptg000732l	222153	42.30192705027616	112095	ALIGNED_RETAINED	Ch_10	0.14988318861325303		False	False	False	True	True	False	False	False
ptg000733l	3619184	39.31781307609671	2271556	ALIGNED_RETAINED	Ch_3	0.30098414449223915		False	False	False	True	False	False	False	False
ptg000734l	198173	40.13614367244781	97903	ALIGNED_RETAINED	Ch_9	0.191872757641051		False	False	False	False	True	False	False	False
ptg000735l	163311	45.6209318417008	20631	ALIGNED_DISCARDED	Ch_4	0.07896589941890013	ptg001094l	True	False	False	False	False	False	False	False
ptg000736l	2757271	39.541742541810365	356052	ALIGNED_DISCARDED	Ch_9	0.07474455720892142	ptg000475l	True	False	False	False	False	False	False	False
ptg000737l	195090	42.18360756573889	9096	ALIGNED_RETAINED	Ch_9	0.02666461633092419		False	False	False	False	False	False	False	False
ptg000738l	1363945	40.09017958935294	578098	ALIGNED_DISCARDED	Ch_1	0.180862131537562	ptg000064l	True	False	False	False	False	False	False	False
ptg000739l	6712377	38.52904865146877	1497554	ALIGNED_DISCARDED	Ch_11	0.15301941473191985	ptg000132l	True	False	False	False	False	False	False	False
ptg000740l	3840756	38.838811942232205	2728429	ALIGNED_RETAINED	Ch_7	0.4138669574427535		False	False	False	True	True	True	False	False
ptg000741l	363406	39.69252021155402	81465	ALIGNED_RETAINED	Ch_6	0.09383994760680892		False	False	False	True	True	False	False	False
ptg000742l	456348	41.7895991655491	14972	ALIGNED_RETAINED	Ch_4	0.02200513643096935		True	True	False	True	True	False	True	False
ptg000743l	412617	37.08378472045505	301730	ALIGNED_RETAINED	Ch_6	0.43292932671218104		False	False	False	True	False	False	False	False
ptg000744l	960563	38.1608494185181	214771	ALIGNED_RETAINED	Ch_11	0.12046476909895551		False	False	False	True	True	False	False	False
ptg000745l	1390611	38.91951092002005	29677	ALIGNED_DISCARDED	Scaffold_6064	0.01572833811899949	ptg000703l	True	False	False	False	False	False	False	False
ptg000746l	348346	41.845176921796146	71477	ALIGNED_RETAINED	Ch_2	0.11915451878304904		False	False	False	True	True	False	False	False
ptg000747l	617054	40.538267315340306	364631	ALIGNED_DISCARDED	Ch_3	0.2197117270125467	ptg001075l	True	False	False	False	False	False	False	False
ptg000748l	2190458	38.8173158307532	14208	ALIGNED_RETAINED	Scaffold_1352	0.0047510611935951295		False	False	False	False	True	True	False	False
ptg000749l	831469	38.692723360702566	153923	ALIGNED_RETAINED	Ch_9	0.12678404125710038		False	False	False	True	True	True	False	False
ptg000750l	768112	39.64734309579853	11952	ALIGNED_RETAINED	Scaffold_4707	0.013524069406544879		False	False	False	False	True	False	False	False
ptg000751l	640874	39.451748705673815	35088	ALIGNED_RETAINED	Ch_8	0.03523313475035655		False	False	False	True	True	True	False	False
ptg000752l	619993	38.20414101449533	19255	ALIGNED_RETAINED	Ch_4	0.019545381963989916		False	False	False	True	True	False	False	False
ptg000753l	591948	39.811942940934	181462	ALIGNED_DISCARDED	Ch_4	0.06674910634042179	ptg000795l	True	False	False	False	False	False	False	False
ptg000754l	1011677	38.39436895372732	93335	ALIGNED_RETAINED	Scaffold_5325	0.06650442779661889		False	False	False	True	True	True	False	False
ptg000755l	334966	40.02913728557525	18773	ALIGNED_RETAINED	Scaffold_88	0.03821283354131464		False	False	False	False	False	False	False	True
ptg000756l	330239	38.46426376048861	16552	ALIGNED_RETAINED	Ch_4	0.032706615511796		False	False	False	True	True	False	False	False
ptg000757l	1794577	40.331119812635514	158963	ALIGNED_DISCARDED	Ch_9	0.041102722257111285	ptg001303l	True	False	False	False	False	False	False	False
ptg000758l	2196695	38.7371483068883	792833	ALIGNED_RETAINED	Ch_4	0.20017025577060082		False	False	False	True	True	True	False	False
ptg000759l	4112191	38.27944762293385	1060451	ALIGNED_RETAINED	Ch_4	0.11086279795855786		False	False	False	True	True	True	False	False
ptg000760l	245587	39.608774080061245	16399	ALIGNED_RETAINED	Ch_8	0.06054066379735084		False	False	False	True	True	False	False	False
ptg000761l	399810	40.30464470623546	21990	ALIGNED_RETAINED	Scaffold_4484	0.026072384382581727		False	False	False	False	True	False	False	False
ptg000762l	1505751	39.13834359067336	33398	ALIGNED_RETAINED	Scaffold_5558	0.008690015812707412		False	False	False	False	False	False	False	True
ptg000763l	817822	40.94081597217977	20602	ALIGNED_RETAINED	Scaffold_117	0.015382320358219759		False	False	False	False	False	False	False	True
ptg000764l	234273	39.654591011341466	129568	ALIGNED_DISCARDED	Ch_1	0.022994540557383907	ptg001432l	True	False	False	False	False	False	False	False
ptg000765l	2053257	42.240157953923934	14326	ALIGNED_DISCARDED	Scaffold_279	0.005963208697206439	ptg000253l	True	False	False	False	False	False	False	False
ptg000766l	1695436	38.87472013098696	523611	ALIGNED_DISCARDED	Ch_9	0.1376259558013396	ptg000316l	True	False	False	False	False	False	False	False
ptg000767l	2080273	39.164426976651626	981710	ALIGNED_RETAINED	Ch_1	0.13807130121863814		False	False	False	True	True	False	False	False
ptg000768l	1240898	41.05639625497019	377021	ALIGNED_DISCARDED	Ch_6	0.06919746828506453	ptg000267l	True	False	False	False	False	False	False	False
ptg000769l	1091419	38.656556281318174	245955	ALIGNED_DISCARDED	Ch_9	0.09187947067075064	ptg001303l	True	False	False	False	False	False	False	False
ptg000770l	1092360	38.9475996924091	365271	ALIGNED_DISCARDED	Ch_11	0.15407374858105385	ptg000903l	True	False	False	False	False	False	False	False
ptg000771l	1094053	39.125983841733444	62926	ALIGNED_DISCARDED	Ch_11	0.024280359361018158	ptg000187l	True	False	False	False	False	False	False	False
ptg000772l	462559	39.78908636519882	13927	ALIGNED_RETAINED	Scaffold_333	0.01927970269738563		False	False	False	False	True	True	False	False
ptg000773l	78804	40.629917263083094	47724	ALIGNED_RETAINED	Ch_6	0.18768082838434597		False	False	False	False	True	False	False	False
ptg000774l	818253	40.43492660582974	372151	ALIGNED_RETAINED	Ch_4	0.12683118790887415		False	False	False	False	True	False	False	False
ptg000775l	1383206	39.09808083539256	442416	ALIGNED_RETAINED	Ch_4	0.18913957863109326		False	False	False	False	True	False	False	False
ptg000776l	598859	40.05934619000466	14691	ALIGNED_RETAINED	Scaffold_346	0.017496606045830487		False	False	False	False	True	False	False	False
ptg000777l	202790	37.4283741801864	173593	ALIGNED_RETAINED	Ch_2	0.6139849104985453		False	False	False	True	False	False	False	False
ptg000778l	1461596	38.88639541980137	1055441	ALIGNED_DISCARDED	Ch_7	0.37982520477614884	ptg000664l	True	True	False	False	False	False	False	False
ptg000779l	1659537	38.56545530470245	44050	ALIGNED_RETAINED	Ch_10	0.021242671901861784		False	False	False	True	True	False	False	False
ptg000780l	387635	39.258322906858254	214090	ALIGNED_RETAINED	Ch_4	0.13940433655371676		False	False	False	True	True	False	False	False
ptg000781l	487544	40.638383407446305	15377	ALIGNED_RETAINED	Ch_6	0.02638120867039693		False	False	False	True	True	False	False	False
ptg000782l	296791	40.06961127527452	202833	ALIGNED_RETAINED	Ch_10	0.43574434534739936		False	False	False	True	False	False	False	False
ptg000783l	1117162	43.61775642207665	17811	ALIGNED_DISCARDED	Ch_6	0.013331996612845764	ptg000998l	False	True	False	False	False	False	False	False
ptg000784l	345263	38.79593237618859	12678	ALIGNED_RETAINED	Ch_11	0.02427424890590651		False	False	False	False	True	False	False	False
